cliente_id,nome,email,telefone,estado,canal_aquisicao,data_cadastro,fonte_crm
312,Cliente_312,cliente312@email.com,11952013835,SP,Marketplace,2023-09-25,ERP
313,Cliente_313,cliente313@email.com,11930671804,SP,Google Ads,2024-10-04,Planilha
314,Cliente_314,cliente314@email.com,11982276104,CE,Loja Física,2023-05-09,ERP
315,Cliente_315,cliente315@email.com,11967865501,BA,Marketplace,2024-09-27,HubSpot
316,Cliente_316,cliente316@email.com,11983162759,RS,Orgânico,2023-08-24,Planilha
317,Cliente_317,cliente317@email.com,11915960688,RJ,Orgânico,2024-05-30,Planilha
318,Cliente_318,cliente318@email.com,11974704869,SP,Facebook Ads,2024-08-06,Planilha
319,Cliente_319,cliente319@email.com,11967593662,SP,Google Ads,2023-10-21,HubSpot
320,Cliente_320,cliente320@email.com,11974240120,SP,Facebook Ads,2024-02-18,HubSpot
321,Cliente_321,cliente321@email.com,11924029610,MG,Marketplace,2024-04-11,HubSpot
322,Cliente_322,cliente322@email.com,11968061814,PR,Google Ads,2024-08-04,HubSpot
323,Cliente_323,cliente323@email.com,11917219460,RS,Facebook Ads,2023-01-01,ERP
324,Cliente_324,cliente324@email.com,11939886769,SP,Facebook Ads,2024-09-24,HubSpot
325,Cliente_325,cliente325@email.com,11999426920,CE,Orgânico,2023-09-23,ERP
326,Cliente_326,cliente326@email.com,11996854386,PR,Loja Física,2024-04-12,HubSpot
327,Cliente_327,cliente327@email.com,11973571325,MG,Facebook Ads,2024-03-05,HubSpot
328,Cliente_328,cliente328@email.com,11999975171,MG,Facebook Ads,2023-07-12,Planilha
329,Cliente_329,cliente329@email.com,11985021374,RJ,Marketplace,2024-05-20,Planilha
330,Cliente_330,cliente330@email.com,11999042667,SP,Orgânico,2023-09-30,HubSpot
331,Cliente_331,cliente331@email.com,11979261497,RJ,Google Ads,2024-07-31,Planilha
332,Cliente_332,cliente332@email.com,11981325737,PR,Orgânico,2023-06-13,Planilha
333,Cliente_333,cliente333@email.com,11985622952,SP,Google Ads,2023-10-16,HubSpot
334,Cliente_334,cliente334@email.com,11928057933,SP,Google Ads,2023-10-21,ERP
335,Cliente_335,cliente335@email.com,11916706317,SP,Orgânico,2023-07-30,ERP
336,Cliente_336,cliente336@email.com,11943072513,SP,Facebook Ads,2024-03-26,Planilha
337,Cliente_337,cliente337@email.com,11958667604,BA,Loja Física,2024-05-26,HubSpot
338,Cliente_338,cliente338@email.com,11973243758,PR,Facebook Ads,2024-03-19,Planilha
339,Cliente_339,cliente339@email.com,11963176926,RJ,Orgânico,2024-03-04,HubSpot
340,Cliente_340,cliente340@email.com,11978770662,SP,Indicação,2023-05-23,HubSpot
341,Cliente_341,cliente341@email.com,11927112742,RJ,Google Ads,2024-11-10,HubSpot
342,Cliente_342,cliente342@email.com,11968816258,RJ,Indicação,2023-06-03,HubSpot
343,Cliente_343,cliente343@email.com,11958314035,SP,Google Ads,2024-10-07,ERP
344,Cliente_344,cliente344@email.com,11940285022,RJ,Loja Física,2023-04-22,Planilha
345,Cliente_345,cliente345@email.com,11960068647,RJ,Google Ads,2024-08-03,Planilha
346,Cliente_346,cliente346@email.com,11933864717,MG,Facebook Ads,2024-01-18,HubSpot
347,Cliente_347,cliente347@email.com,11996846637,RS,Google Ads,2023-10-18,HubSpot
348,Cliente_348,cliente348@email.com,11966475586,SP,Loja Física,2023-07-12,HubSpot
349,Cliente_349,cliente349@email.com,11952621799,RJ,Orgânico,2024-04-18,ERP
350,Cliente_350,cliente350@email.com,11927330105,RS,Orgânico,2023-10-11,HubSpot
351,Cliente_351,cliente351@email.com,11910253586,MG,Google Ads,2023-11-03,ERP
352,Cliente_352,cliente352@email.com,11947384411,BA,Marketplace,2023-02-19,Planilha
353,Cliente_353,cliente353@email.com,11957473923,RS,Google Ads,2023-10-25,HubSpot
354,Cliente_354,cliente354@email.com,11963322967,SP,Marketplace,2024-01-12,Planilha
355,Cliente_355,cliente355@email.com,11974780071,SP,Google Ads,2024-12-17,HubSpot
356,Cliente_356,cliente356@email.com,11922567837,RS,Google Ads,2024-04-14,ERP
357,Cliente_357,cliente357@email.com,11995043892,SP,Google Ads,2024-12-04,ERP
358,Cliente_358,cliente358@email.com,11929505112,MG,Orgânico,2023-02-10,HubSpot
359,Cliente_359,cliente359@email.com,11933027544,CE,Orgânico,2024-02-29,HubSpot
360,Cliente_360,cliente360@email.com,11915882345,MG,Google Ads,2024-07-06,Planilha
361,Cliente_361,cliente361@email.com,11976243500,RJ,Marketplace,2024-02-07,ERP
362,Cliente_362,cliente362@email.com,11957224406,RS,Orgânico,2023-05-24,HubSpot
363,Cliente_363,cliente363@email.com,11961866609,RJ,Orgânico,2023-12-05,Planilha
364,Cliente_364,cliente364@email.com,11983312420,MG,Facebook Ads,2024-12-05,Planilha
365,Cliente_365,cliente365@email.com,11917814530,CE,Facebook Ads,2024-09-04,Planilha
366,Cliente_366,cliente366@email.com,11930172402,RJ,Orgânico,2023-07-27,HubSpot
367,Cliente_367,cliente367@email.com,11943618957,CE,Google Ads,2024-08-21,Planilha
368,Cliente_368,cliente368@email.com,11963015767,PE,Google Ads,2024-08-06,ERP
369,Cliente_369,cliente369@email.com,11937706416,SP,Marketplace,2023-04-12,HubSpot
370,Cliente_370,cliente370@email.com,11951209035,SP,Loja Física,2023-03-04,HubSpot
371,Cliente_371,cliente371@email.com,11913217014,SP,Facebook Ads,2024-09-18,ERP
372,Cliente_372,cliente372@email.com,11917549311,SP,Facebook Ads,2024-11-29,HubSpot
373,Cliente_373,cliente373@email.com,11929292633,SP,Indicação,2023-06-28,ERP
374,Cliente_374,cliente374@email.com,11922871495,RS,Facebook Ads,2023-07-07,HubSpot
375,Cliente_375,cliente375@email.com,11976480145,SP,Google Ads,2024-04-01,HubSpot
376,Cliente_376,cliente376@email.com,11935661572,SP,Google Ads,2023-12-14,ERP
377,Cliente_377,cliente377@email.com,11946057517,BA,Marketplace,2024-10-17,HubSpot
378,Cliente_378,cliente378@email.com,11989567315,SP,Indicação,2023-08-02,Planilha
379,Cliente_379,cliente379@email.com,11939718846,SC,Google Ads,2023-06-29,HubSpot
380,Cliente_380,cliente380@email.com,11919309310,SP,Google Ads,2023-12-24,Planilha
381,Cliente_381,cliente381@email.com,11915393858,SP,Google Ads,2023-01-13,HubSpot
382,Cliente_382,cliente382@email.com,11918553279,RS,Indicação,2023-01-04,HubSpot
383,Cliente_383,cliente383@email.com,11960605674,RS,Google Ads,2024-06-02,ERP
384,Cliente_384,cliente384@email.com,11988147991,BA,Google Ads,2023-12-31,HubSpot
385,Cliente_385,cliente385@email.com,11973705173,PR,Marketplace,2024-05-24,Planilha
386,Cliente_386,cliente386@email.com,11997183789,SC,Google Ads,2023-11-05,HubSpot
387,Cliente_387,cliente387@email.com,11986757272,SP,Indicação,2024-11-02,Planilha
388,Cliente_388,cliente388@email.com,11963044016,SP,Google Ads,2023-01-10,HubSpot
389,Cliente_389,cliente389@email.com,11949258131,PR,Google Ads,2024-10-14,ERP
390,Cliente_390,cliente390@email.com,11931738190,SC,Google Ads,2023-06-04,HubSpot
391,Cliente_391,cliente391@email.com,11969746523,DF,Marketplace,2024-06-14,HubSpot
392,Cliente_392,cliente392@email.com,11913297123,RJ,Marketplace,2024-10-08,HubSpot
393,Cliente_393,cliente393@email.com,11943297306,RJ,Marketplace,2023-06-02,HubSpot
394,Cliente_394,cliente394@email.com,11981906787,SC,Facebook Ads,2024-04-06,Planilha
395,Cliente_395,cliente395@email.com,11959302108,SP,Indicação,2023-09-16,HubSpot
396,Cliente_396,cliente396@email.com,11999780378,PE,Google Ads,2024-05-14,ERP
397,Cliente_397,cliente397@email.com,11980251567,BA,Facebook Ads,2024-08-05,HubSpot
398,Cliente_398,cliente398@email.com,11976442841,RJ,Marketplace,2023-04-13,HubSpot
399,Cliente_399,cliente399@email.com,11919997031,PR,Google Ads,2024-07-13,Planilha
400,Cliente_400,cliente400@email.com,11922476698,PR,Google Ads,2024-12-13,Planilha
401,Cliente_401,cliente401@email.com,11969338020,SP,Google Ads,2024-08-30,HubSpot
402,Cliente_402,cliente402@email.com,11933523048,PE,Google Ads,2024-03-20,HubSpot
403,Cliente_403,cliente403@email.com,11959935667,MG,Google Ads,2023-08-10,HubSpot
404,Cliente_404,cliente404@email.com,11931720936,SC,Orgânico,2024-01-15,Planilha
405,Cliente_405,cliente405@email.com,11919012171,SP,Facebook Ads,2023-07-05,Planilha
406,Cliente_406,cliente406@email.com,11943825866,PE,Marketplace,2024-08-18,HubSpot
407,Cliente_407,cliente407@email.com,11916913408,RJ,Marketplace,2024-07-20,ERP
408,Cliente_408,cliente408@email.com,11921391507,SP,Facebook Ads,2024-10-09,ERP
409,Cliente_409,cliente409@email.com,11996979444,PE,Facebook Ads,2023-08-31,Planilha
410,Cliente_410,cliente410@email.com,11983648134,SP,Facebook Ads,2023-01-07,ERP
411,Cliente_411,cliente411@email.com,11978577503,SP,Orgânico,2024-06-12,HubSpot
412,Cliente_412,cliente412@email.com,11933692224,CE,Facebook Ads,2023-07-21,HubSpot
413,Cliente_413,cliente413@email.com,11988599805,CE,Indicação,2023-03-15,HubSpot
414,Cliente_414,cliente414@email.com,11944352996,MG,Facebook Ads,2024-11-24,HubSpot
415,Cliente_415,cliente415@email.com,11930017431,RS,Orgânico,2023-11-02,Planilha
416,Cliente_416,cliente416@email.com,11945148700,RJ,Facebook Ads,2023-05-17,ERP
417,Cliente_417,cliente417@email.com,11946345067,SP,Facebook Ads,2024-03-20,HubSpot
418,Cliente_418,cliente418@email.com,11959219518,SP,Loja Física,2024-07-27,HubSpot
419,Cliente_419,cliente419@email.com,11957863376,RS,Marketplace,2023-08-09,HubSpot
420,Cliente_420,cliente420@email.com,11950086140,PR,Google Ads,2024-09-26,ERP
421,Cliente_421,cliente421@email.com,11923846628,SC,Marketplace,2024-06-16,HubSpot
422,Cliente_422,cliente422@email.com,11991669902,SC,Orgânico,2024-03-31,Planilha
423,Cliente_423,cliente423@email.com,11949518135,SP,Marketplace,2024-08-07,HubSpot
424,Cliente_424,cliente424@email.com,11915131258,RJ,Marketplace,2023-09-22,HubSpot
425,Cliente_425,cliente425@email.com,11943403439,SP,Facebook Ads,2023-12-21,ERP
426,Cliente_426,cliente426@email.com,11921480812,MG,Google Ads,2024-08-06,ERP
427,Cliente_427,cliente427@email.com,11959598390,RJ,Facebook Ads,2023-04-19,HubSpot
428,Cliente_428,cliente428@email.com,11925964560,BA,Orgânico,2023-05-19,ERP
429,Cliente_429,cliente429@email.com,11982440251,RJ,Indicação,2023-05-25,Planilha
430,Cliente_430,cliente430@email.com,11937288040,SP,Facebook Ads,2024-05-06,ERP
431,Cliente_431,cliente431@email.com,11963329695,SP,Google Ads,2023-12-29,HubSpot
432,Cliente_432,cliente432@email.com,11991124073,PR,Marketplace,2023-08-30,Planilha
433,Cliente_433,cliente433@email.com,11948995389,MG,Loja Física,2023-05-04,HubSpot
434,Cliente_434,cliente434@email.com,11989022404,SP,Orgânico,2024-07-06,Planilha
435,Cliente_435,cliente435@email.com,11959855463,SP,Google Ads,2024-09-08,HubSpot
436,Cliente_436,cliente436@email.com,11960503989,PR,Facebook Ads,2023-09-09,HubSpot
437,Cliente_437,cliente437@email.com,11932459310,SP,Google Ads,2024-04-27,HubSpot
438,Cliente_438,cliente438@email.com,11913018078,SC,Loja Física,2024-11-28,Planilha
439,Cliente_439,cliente439@email.com,11989120985,PR,Google Ads,2024-09-12,HubSpot
440,Cliente_440,cliente440@email.com,11916565608,SP,Orgânico,2023-01-17,Planilha
441,Cliente_441,cliente441@email.com,11914505800,SP,Facebook Ads,2024-10-04,ERP
442,Cliente_442,cliente442@email.com,11982639496,DF,Orgânico,2023-12-17,HubSpot
443,Cliente_443,cliente443@email.com,11931271109,RJ,Indicação,2024-06-21,Planilha
444,Cliente_444,cliente444@email.com,11979068487,RJ,Marketplace,2023-10-28,HubSpot
445,Cliente_445,cliente445@email.com,11960475747,SC,Google Ads,2024-09-07,ERP
446,Cliente_446,cliente446@email.com,11993954243,CE,Google Ads,2023-05-16,HubSpot
447,Cliente_447,cliente447@email.com,11965714685,DF,Google Ads,2024-02-28,Planilha
448,Cliente_448,cliente448@email.com,11950640176,PR,Loja Física,2023-05-15,ERP
449,Cliente_449,cliente449@email.com,11990948009,RJ,Marketplace,2023-12-09,ERP
450,Cliente_450,cliente450@email.com,11961259380,SP,Orgânico,2023-07-17,Planilha
451,Cliente_451,cliente451@email.com,11923242797,SC,Indicação,2023-08-31,HubSpot
452,Cliente_452,cliente452@email.com,11942277013,MG,Indicação,2023-12-06,Planilha
453,Cliente_453,cliente453@email.com,11965430884,RJ,Google Ads,2024-03-28,ERP
454,Cliente_454,cliente454@email.com,11916386029,PE,Loja Física,2023-08-09,Planilha
455,Cliente_455,cliente455@email.com,11935797875,SP,Facebook Ads,2023-07-20,HubSpot
456,Cliente_456,cliente456@email.com,11989646663,RJ,Facebook Ads,2023-04-27,ERP
457,Cliente_457,cliente457@email.com,11962622680,SP,Orgânico,2023-07-31,Planilha
458,Cliente_458,cliente458@email.com,11948921647,RJ,Google Ads,2023-12-14,Planilha
459,Cliente_459,cliente459@email.com,11963402047,SP,Google Ads,2023-10-23,HubSpot
460,Cliente_460,cliente460@email.com,11964206648,SP,Marketplace,2024-10-12,Planilha
461,Cliente_461,cliente461@email.com,11960090770,SP,Google Ads,2023-01-24,HubSpot
462,Cliente_462,cliente462@email.com,11910355994,RS,Indicação,2024-07-07,Planilha
463,Cliente_463,cliente463@email.com,11958435764,PR,Google Ads,2024-03-02,HubSpot
464,Cliente_464,cliente464@email.com,11963784095,MG,Facebook Ads,2023-02-03,Planilha
465,Cliente_465,cliente465@email.com,11976065145,CE,Facebook Ads,2024-11-06,ERP
466,Cliente_466,cliente466@email.com,11936369765,RJ,Facebook Ads,2024-12-01,HubSpot
467,Cliente_467,cliente467@email.com,11920378424,SP,Marketplace,2023-07-21,ERP
468,Cliente_468,cliente468@email.com,11991743245,BA,Facebook Ads,2023-10-04,HubSpot
469,Cliente_469,cliente469@email.com,11938179456,SP,Orgânico,2024-06-27,ERP
470,Cliente_470,cliente470@email.com,11919062396,CE,Orgânico,2024-09-03,Planilha
471,Cliente_471,cliente471@email.com,11985359654,SP,Indicação,2024-11-10,Planilha
472,Cliente_472,cliente472@email.com,11980119877,CE,Loja Física,2024-11-01,Planilha
473,Cliente_473,cliente473@email.com,11995557588,SP,Marketplace,2023-01-15,ERP
474,Cliente_474,cliente474@email.com,11921499254,PE,Google Ads,2024-07-05,HubSpot
475,Cliente_475,cliente475@email.com,11973851743,MG,Google Ads,2024-11-01,HubSpot
476,Cliente_476,cliente476@email.com,11968084167,DF,Facebook Ads,2023-02-25,Planilha
477,Cliente_477,cliente477@email.com,11958628126,SP,Orgânico,2023-10-10,ERP
478,Cliente_478,cliente478@email.com,11943069494,MG,Google Ads,2023-02-21,Planilha
479,Cliente_479,cliente479@email.com,11954464676,CE,Orgânico,2024-01-29,Planilha
480,Cliente_480,cliente480@email.com,11937484840,MG,Orgânico,2024-01-10,HubSpot
481,Cliente_481,cliente481@email.com,11982779070,RS,Facebook Ads,2023-04-10,ERP
482,Cliente_482,cliente482@email.com,11978694050,RS,Marketplace,2023-11-23,HubSpot
483,Cliente_483,cliente483@email.com,11940659111,RJ,Google Ads,2023-03-29,Planilha
484,Cliente_484,cliente484@email.com,11942567478,RS,Google Ads,2023-01-26,HubSpot
485,Cliente_485,cliente485@email.com,11973295097,MG,Marketplace,2023-12-16,HubSpot
486,Cliente_486,cliente486@email.com,11987950780,PE,Orgânico,2023-07-17,HubSpot
487,Cliente_487,cliente487@email.com,11939230979,SP,Indicação,2023-03-02,HubSpot
488,Cliente_488,cliente488@email.com,11984051873,SP,Facebook Ads,2023-10-04,Planilha
489,Cliente_489,cliente489@email.com,11971509389,CE,Google Ads,2023-08-23,HubSpot
490,Cliente_490,cliente490@email.com,11986079195,PE,Marketplace,2023-05-05,HubSpot
491,Cliente_491,cliente491@email.com,11918813040,RJ,Marketplace,2023-08-10,HubSpot
492,Cliente_492,cliente492@email.com,11996004599,RS,Indicação,2023-06-04,HubSpot
493,Cliente_493,cliente493@email.com,11974701338,SP,Facebook Ads,2023-07-06,HubSpot
494,Cliente_494,cliente494@email.com,11999603682,SP,Orgânico,2024-04-05,HubSpot
495,Cliente_495,cliente495@email.com,11977187893,RJ,Facebook Ads,2023-10-25,Planilha
496,Cliente_496,cliente496@email.com,11925225456,RJ,Google Ads,2024-10-08,Planilha
497,Cliente_497,cliente497@email.com,11949901659,MG,Loja Física,2024-12-31,Planilha
498,Cliente_498,cliente498@email.com,11925819890,SP,Google Ads,2024-12-05,HubSpot
499,Cliente_499,cliente499@email.com,11923152272,DF,Loja Física,2024-01-20,HubSpot
500,Cliente_500,cliente500@email.com,11923786385,DF,Facebook Ads,2024-04-30,ERP
501,Cliente_295,cliente295_dup@email.com,11913050162,SP,Google Ads,2024-11-26,ERP
502,Cliente_426,cliente426_dup@email.com,11921480812,MG,Google Ads,2024-08-06,ERP
503,Cliente_318,cliente318_dup@email.com,11974704869,SP,Facebook Ads,2024-08-06,ERP
504,Cliente_405,cliente405_dup@email.com,11919012171,SP,Facebook Ads,2023-07-05,ERP
505,Cliente_139,cliente139_dup@email.com,11940520336,RJ,Facebook Ads,2023-11-04,ERP
506,Cliente_355,cliente355_dup@email.com,11974780071,SP,Google Ads,2024-12-17,ERP
507,Cliente_6,cliente6_dup@email.com,11968692799,SP,Google Ads,2024-05-29,ERP
508,Cliente_23,cliente23_dup@email.com,11942045405,SP,Loja Física,2024-10-10,ERP
509,Cliente_94,cliente94_dup@email.com,11985577054,MG,Facebook Ads,2024-07-01,ERP
510,Cliente_346,cliente346_dup@email.com,11933864717,MG,Facebook Ads,2024-01-18,ERP
511,Cliente_191,cliente191_dup@email.com,11942943005,SP,Facebook Ads,2023-02-19,ERP
512,Cliente_18,cliente18_dup@email.com,11969434650,MG,Marketplace,2023-02-22,ERP
513,Cliente_251,cliente251_dup@email.com,11997987256,SP,Google Ads,2024-12-10,ERP
514,Cliente_473,cliente473_dup@email.com,11995557588,SP,Marketplace,2023-01-15,ERP
515,Cliente_61,cliente61_dup@email.com,11918070765,RJ,Marketplace,2024-07-21,ERP
516,Cliente_129,cliente129_dup@email.com,11911120062,SP,Google Ads,2023-11-08,ERP
517,Cliente_176,cliente176_dup@email.com,11994364627,SP,Loja Física,2023-12-24,ERP
518,Cliente_46,cliente46_dup@email.com,11955558403,RS,Facebook Ads,2024-05-05,ERP
519,Cliente_430,cliente430_dup@email.com,11937288040,SP,Facebook Ads,2024-05-06,ERP
520,Cliente_222,cliente222_dup@email.com,11947094860,MG,Google Ads,2024-06-12,ERP
521,Cliente_178,cliente178_dup@email.com,11924154834,RJ,Facebook Ads,2023-07-28,ERP
522,Cliente_309,cliente309_dup@email.com,11984681926,SC,Orgânico,2023-01-04,ERP
523,Cliente_16,cliente16_dup@email.com,11920791295,SP,Google Ads,2024-11-13,ERP
524,Cliente_493,cliente493_dup@email.com,11974701338,SP,Facebook Ads,2023-07-06,ERP
525,Cliente_339,cliente339_dup@email.com,11963176926,RJ,Orgânico,2024-03-04,ERP
526,Cliente_22,cliente22_dup@email.com,11947753496,SP,Facebook Ads,2023-11-28,ERP
527,Cliente_57,cliente57_dup@email.com,11962048178,SP,Google Ads,2024-04-07,ERP
528,Cliente_81,cliente81_dup@email.com,11982206980,BA,Orgânico,2023-08-06,ERP
529,Cliente_462,cliente462_dup@email.com,11910355994,RS,Indicação,2024-07-07,ERP
530,Cliente_198,cliente198_dup@email.com,11993363336,PE,Orgânico,2024-09-23,ERP
